(0.24845679, 0.24726717)
(0.35829553, 0.356386)
(0.29313698, 0.2917833)
(0.23138694, 0.23039354)
(0.2752144, 0.2740046)
(0.26858565, 0.2671078)
(0.17691807, 0.17568398)
(0.2450845, 0.2439504)
(0.33857957, 0.3369335)
(0.23959942, 0.23851243)
(0.104172885, 0.103679836)
(0.3083462, 0.30679977)
(0.2811042, 0.28015247)
(0.24149339, 0.24047643)
(0.30990666, 0.3086306)
(0.31028003, 0.30905843)
(0.34335592, 0.34146246)
(0.17857847, 0.17826632)
(0.29032746, 0.28852767)
(0.36015034, 0.35818148)
(0.32722586, 0.32600367)
(0.31804094, 0.31655347)
(0.33114687, 0.3293951)
(0.17295343, 0.17275402)
(0.31259805, 0.31151822)
(0.3249294, 0.32323125)
(0.36305213, 0.3612487)
(0.3207105, 0.3192032)
(0.32654932, 0.3250232)
(0.23752367, 0.23648198)
(0.2071282, 0.2059909)
(0.3314177, 0.32979858)
(0.24581592, 0.24470457)
(0.25036168, 0.24941018)
(0.19956091, 0.19954868)
(0.31856722, 0.3167289)
(0.3445389, 0.34244582)
(0.23776576, 0.23642989)
(0.13618997, 0.13552597)
(0.29630473, 0.2951417)
(0.2767029, 0.2754444)
(0.2367975, 0.2355107)
(0.18031491, 0.17977591)
(0.25504696, 0.25388736)
(0.18152577, 0.18127143)
(0.27217788, 0.27065513)
(0.17597851, 0.17479064)
(0.22571817, 0.2250255)
(0.23092018, 0.22943206)
(0.16840333, 0.16784905)
(0.28743216, 0.28639546)
(0.2291691, 0.2280167)
(0.19266292, 0.19136861)
(0.31887925, 0.3171743)
(0.29379115, 0.2926156)
(0.33562282, 0.33355334)
(0.30386528, 0.30270535)
(0.35553968, 0.35387093)
(0.32662594, 0.32476652)
(0.23116356, 0.23030132)
(0.15642549, 0.15579104)
(0.25250548, 0.2510598)
(0.34203956, 0.34047827)
(0.2121014, 0.21125755)
(0.29234898, 0.29063597)
(0.20532647, 0.20462815)
(0.07184578, 0.07207574)
(0.2700561, 0.2687825)
(0.26000533, 0.2586777)
(0.09587691, 0.09589462)
(0.3097129, 0.30835673)
(0.35246357, 0.35131276)
(0.3495407, 0.34775692)
(0.35660988, 0.35475808)
(0.321559, 0.3200776)
(0.3596231, 0.358412)
(0.19877167, 0.19785643)
(0.3271415, 0.3248189)
(0.19460319, 0.19357882)
(0.24237874, 0.24139257)
(0.228794, 0.2282665)
(0.17349687, 0.17317122)
(0.1860676, 0.18479615)
(0.28087234, 0.27984723)
(0.20513232, 0.20394328)
(0.25543827, 0.25356206)
(0.15856253, 0.15790774)
(0.2765616, 0.27533504)
(0.21079536, 0.20989263)
(0.23968506, 0.23877656)
(0.28390318, 0.2827727)
(0.24519807, 0.24370493)
(0.27744195, 0.27684224)
(0.3488896, 0.34686297)
(0.36337802, 0.36134425)
(0.29636088, 0.2949688)
(0.26912054, 0.267876)
(0.23074917, 0.2294855)
(0.28741392, 0.2860773)
(0.3696225, 0.3671882)
(0.3399619, 0.33843252)
(0.25973713, 0.25848603)
(0.22340527, 0.2220714)
(0.28682002, 0.285344)
(0.26008373, 0.25886443)
(0.19006597, 0.1893884)
(0.3527136, 0.35118172)
(0.163837, 0.16320476)
(0.377168, 0.37472266)
(0.3419197, 0.34009495)
(0.3195187, 0.31803343)
(0.26028463, 0.259209)
(0.272537, 0.27093324)
(0.392051, 0.39025062)
(0.299299, 0.2979157)
(0.29171586, 0.29016)
(0.20041434, 0.19942613)
(0.28484878, 0.2836958)
(0.24026339, 0.2394824)
(0.2627409, 0.26139045)
(0.27185076, 0.27037653)
(0.33708856, 0.33549258)
(0.24392118, 0.24307902)
(0.30554798, 0.30421525)
(0.28167313, 0.28081372)
(0.32032472, 0.3192512)
(0.2876281, 0.2865031)
(0.2324397, 0.23141332)
(0.33331037, 0.33181337)
(0.30770096, 0.30619586)
(0.29690033, 0.29512173)
(0.30562192, 0.30449846)
(0.24117969, 0.24021523)
(0.30828023, 0.30703032)
(0.18683769, 0.18580565)
(0.27151683, 0.2708316)
(0.08932545, 0.08934559)
(0.24242191, 0.24165484)
(0.30836916, 0.3069987)
(0.25442186, 0.25338048)
(0.29477024, 0.2933653)
(0.34755784, 0.34569848)
(0.25490814, 0.25371873)
(0.24788526, 0.2464981)
(0.25195122, 0.25026986)
(0.32751295, 0.3261496)
(0.38074157, 0.3793136)
(0.30902666, 0.30752936)
(0.34440365, 0.34208938)
(0.26619622, 0.26503164)
(0.3372767, 0.3353192)
(0.26046172, 0.25942126)
(0.23378617, 0.23272054)
(0.2032254, 0.20261261)
(0.25323653, 0.2521364)
(0.29401162, 0.2929852)
(0.35621372, 0.35446066)
(0.25787723, 0.25668496)
(0.25607014, 0.25480136)
(0.36284316, 0.3604404)
(0.21709599, 0.21612728)
(0.31629825, 0.31483606)
