(0.20250393, 0.20286791)
(0.10652107, 0.10640761)
(0.03168189, 0.030228347)
(0.16029204, 0.16107598)
(0.2990691, 0.29925177)
(0.24103783, 0.24146515)
(0.2707624, 0.2718222)
(0.09849971, 0.09823621)
(0.18774931, 0.18766718)
(0.13004279, 0.1306285)
(0.31011868, 0.31065547)
(0.32824513, 0.32770792)
(0.17220584, 0.17269823)
(0.14248553, 0.143015)
(0.18643002, 0.18664004)
(0.26662484, 0.2673598)
(0.24574156, 0.2460891)
(0.2007141, 0.20104691)
(0.22876395, 0.22966692)
(0.18616123, 0.18664004)
(0.07517367, 0.07493809)
(0.094374195, 0.09428173)
(0.19221295, 0.19320785)
(0.15276018, 0.15279613)
(0.23159651, 0.23168232)
(0.2678203, 0.26887146)
(0.28249076, 0.28286693)
(0.32887486, 0.3288646)
(0.13396606, 0.13434634)
(0.1672334, 0.16753319)
(0.10932571, 0.10853203)
(0.114710435, 0.11532838)
(0.19897668, 0.19884914)
(0.21247046, 0.21242692)
(0.3040126, 0.30454034)
(0.24088831, 0.24146515)
(0.026924118, 0.02634913)
(0.32988137, 0.33035013)
(0.15552412, 0.15577418)
(0.03466026, 0.033580188)
(0.123886555, 0.12427345)
(0.32218298, 0.32244545)
(0.11960001, 0.11957216)
(0.10592571, 0.10574029)
(0.20823528, 0.20923811)
(0.30258748, 0.3031398)
(0.20952727, 0.2108613)
(0.2102867, 0.21041201)
(0.3361463, 0.33668453)
(0.30407864, 0.30454034)
(0.19540314, 0.19556072)
(0.26431558, 0.26542673)
(0.2734342, 0.2739449)
(0.16773158, 0.16843706)
(0.28874388, 0.28879157)
(0.042721186, 0.042210206)
(0.26955673, 0.2704346)
(0.14495601, 0.145487)
(0.12809086, 0.12782137)
(0.07694403, 0.0767369)
(0.24489816, 0.24557422)
(0.21024163, 0.2108613)
(0.27148265, 0.2721213)
(0.043846782, 0.044147782)
(0.053699557, 0.05351791)
(0.24630196, 0.24688631)
(0.16881205, 0.16915396)
(0.20770131, 0.20807469)
(0.2918704, 0.2921542)
(0.3013179, 0.30152288)
(0.1644397, 0.16494244)
(0.25270692, 0.25311685)
(0.21332318, 0.21391791)
(0.27163896, 0.2721213)
(0.25011674, 0.25014046)
(0.07778349, 0.07782845)
(0.25447354, 0.2552342)
(0.15742062, 0.15687144)
(0.29160914, 0.2921542)
(0.19510965, 0.19556072)
(0.17553787, 0.17574212)
(0.26244754, 0.26254115)
(0.27057034, 0.2718222)
(0.30112603, 0.30152288)
(0.255823, 0.25590342)
(0.113338485, 0.11366597)
(0.21818204, 0.21794273)
(0.121112004, 0.1214225)
(0.23931888, 0.23992968)
(0.21770574, 0.21752071)
(0.062765926, 0.06261531)
(0.26283726, 0.2633322)
(0.17113276, 0.17152433)
(0.09132546, 0.09070926)
(0.11777271, 0.11822215)
(0.3050854, 0.30558205)
(0.28872195, 0.28879157)
(0.12342882, 0.12420913)
(0.068095945, 0.067808695)
(0.26573408, 0.26603362)
(0.20596172, 0.20615084)
(0.2268465, 0.2273715)
(0.23307294, 0.23270945)
(0.26038265, 0.26055112)
(0.2693508, 0.27014267)
(0.07748536, 0.0777395)
(0.08157015, 0.08230177)
(0.118390314, 0.11850325)
(0.2478407, 0.24823448)
(0.09523795, 0.09568871)
(0.21745937, 0.21772109)
(0.27902052, 0.27980262)
(0.2997256, 0.300349)
(0.14541511, 0.14613663)
(0.20803536, 0.20857373)
(0.16360426, 0.16366775)
(0.17115216, 0.17129935)
(0.035355642, 0.033880178)
(0.26343513, 0.26363838)
(0.15805921, 0.15862216)
(0.24576534, 0.24557422)
(0.2008482, 0.20104691)
(0.21425928, 0.21499361)
(0.27848673, 0.27980262)
(0.17223056, 0.17269823)
(0.24208778, 0.24228966)
(0.265531, 0.2660701)
(0.16896835, 0.16939993)
(0.072919846, 0.07250631)
(0.11075855, 0.11083416)
(0.3536952, 0.3530208)
(0.04707379, 0.04622456)
(0.14602526, 0.14613663)
(0.08039191, 0.08079617)
(0.18960527, 0.18993834)
(0.25965208, 0.25964728)
(0.2051852, 0.20552723)
(0.26489514, 0.2660701)
(0.17502454, 0.17574212)
(0.19275934, 0.19320785)
(0.24327178, 0.2441133)
(0.12714733, 0.12784247)
(0.18042354, 0.18064955)
(0.13718237, 0.13730913)
(0.2315921, 0.23168232)
(0.19277604, 0.19320785)
(0.28252235, 0.28286693)
(0.1913078, 0.19119619)
(0.26653296, 0.26742008)
(0.34112144, 0.34125066)
(0.108869694, 0.10890839)
(0.2643274, 0.26481226)
(0.09345128, 0.0935423)
(0.16012585, 0.16023466)
(0.33701077, 0.33726636)
(0.23442192, 0.23476069)
(0.03784297, 0.03667779)
(0.14917721, 0.14954625)
(0.23014574, 0.23050094)
(0.24129473, 0.24146515)
(0.11568862, 0.11532838)
(0.3163618, 0.31686372)
(0.29115242, 0.2919281)
(0.29181948, 0.29263735)
(0.32849035, 0.3288646)
(0.31010148, 0.31065547)
(0.078800164, 0.07945479)
(0.21033783, 0.2108613)
(0.15439616, 0.15474704)
(0.09621577, 0.09654545)
(0.30256507, 0.3031398)
(0.19391425, 0.19399756)
(0.2066755, 0.20709826)
(0.17062733, 0.17129935)
(0.112383336, 0.112313814)
(0.16743408, 0.16749296)
(0.29979444, 0.29997414)
(0.31933025, 0.3196589)
(0.26044875, 0.26093996)
(0.17706983, 0.17764752)
(0.17077689, 0.17129935)
(0.13195066, 0.13252266)
(0.25258404, 0.25311685)
(0.12604713, 0.12609713)
(0.07648295, 0.07662719)
(0.08497839, 0.08462153)
(0.15243775, 0.1528803)
(0.15368645, 0.1546198)
(0.27740163, 0.27806607)
(0.18483484, 0.18538772)
(0.3075103, 0.30883187)
(0.0807388, 0.080681585)
(0.19014977, 0.19030964)
(0.2641419, 0.26481226)
(0.32117584, 0.32175943)
(0.19609289, 0.19667788)
(0.26712444, 0.26742008)
(0.31664577, 0.31686372)
(0.26689455, 0.26742008)
(0.22565526, 0.22603132)
(0.19147865, 0.19159088)
(0.09714234, 0.09705271)
(0.18169798, 0.18202503)
(0.19646275, 0.19724745)
(0.26040456, 0.26055112)
(0.31905982, 0.3196589)
(0.117543966, 0.11850325)
(0.13163364, 0.1313441)
(0.16860074, 0.16915396)
(0.19842096, 0.19884914)
(0.20451917, 0.20552723)
(0.3427557, 0.34313747)
(0.16243689, 0.16362345)
(0.26592073, 0.2660701)
(0.22939748, 0.22966692)
(0.16528778, 0.16569588)
(0.2456273, 0.24557422)
(0.10477364, 0.10473389)
(0.3053074, 0.30558205)
(0.12976192, 0.13021836)
(0.27501383, 0.27592072)
(0.22289346, 0.2232265)
(0.23867702, 0.23903981)
(0.098494336, 0.09790857)
(0.18490946, 0.18521583)
(0.10774678, 0.10779055)
(0.07224056, 0.072405346)
(0.19107342, 0.19159088)
(0.07407726, 0.07343856)
(0.15834184, 0.15874103)
(0.104570374, 0.10407951)
(0.19274414, 0.19254619)
(0.24547033, 0.24557422)
(0.30319718, 0.30278072)
(0.11496892, 0.11526244)
(0.30433166, 0.30413067)
(0.1662126, 0.16641007)
(0.13723937, 0.13725027)
(0.24750848, 0.24823448)
(0.2619375, 0.26254115)
(0.3410806, 0.34125066)
(0.22530629, 0.22600085)
(0.16325572, 0.16366775)
(0.20859183, 0.20969363)
(0.282213, 0.2829484)
(0.24546708, 0.2460891)
(0.26941606, 0.27014267)
(0.20728613, 0.20786066)
(0.19307731, 0.19320785)
(0.31631616, 0.31686372)
(0.2959361, 0.29635793)
(0.2951995, 0.29586512)
(0.32191035, 0.32175943)
(0.21182524, 0.21166985)
(0.21341263, 0.21447122)
(0.2367821, 0.23758844)
(0.27153277, 0.2721213)
(0.20350903, 0.2031923)
(0.12672943, 0.12647137)
(0.2096203, 0.20969363)
(0.25569382, 0.25590342)
(0.11668086, 0.11646604)
(0.16508819, 0.16535448)
(0.21553187, 0.21652704)
(0.30696532, 0.30714518)
(0.24073802, 0.24146515)
(0.24625134, 0.2460891)
(0.075115204, 0.07493455)
(0.18605699, 0.18664004)
(0.330412, 0.33035013)
(0.10841803, 0.10884306)
(0.0981935, 0.09823621)
(0.0748808, 0.07486126)
(0.22860321, 0.2298156)
(0.19538246, 0.19556072)
(0.115728036, 0.11526244)
(0.29847434, 0.29918623)
(0.27541307, 0.27592072)
(0.23757443, 0.23775417)
(0.052500363, 0.051651157)
(0.13993491, 0.1407595)
(0.20995024, 0.21041201)
(0.19289243, 0.19399756)
(0.23445342, 0.23476069)
(0.23476954, 0.2349806)
(0.29633856, 0.29635793)
(0.06294806, 0.06267405)
(0.12261905, 0.121915184)
(0.29821387, 0.29918623)
(0.2743248, 0.27461794)
(0.059568446, 0.059600905)
(0.07515264, 0.07493809)
(0.11353576, 0.1137652)
(0.11048799, 0.11062275)
(0.25464615, 0.2552342)
(0.3022097, 0.3031398)
(0.25504693, 0.2552342)
(0.0529887, 0.05284092)
(0.2540534, 0.2541445)
(0.2096926, 0.21041201)
(0.17018612, 0.17042707)
(0.22710304, 0.2273715)
(0.132393, 0.13255331)
(0.13904618, 0.13870166)
(0.10694283, 0.10671291)
(0.2632572, 0.26363838)
(0.08568909, 0.0862874)
(0.12676607, 0.12726578)
(0.06851479, 0.06829502)
(0.10336229, 0.104211)
(0.21625373, 0.21652704)
(0.2526502, 0.25311685)
(0.053743117, 0.053214338)
(0.17378826, 0.1739129)
(0.18769394, 0.18909872)
(0.2134793, 0.21391791)
(0.15592307, 0.15669326)
(0.2885652, 0.28879157)
(0.17626739, 0.17654042)
(0.1627383, 0.16210459)
(0.2173508, 0.21772109)
(0.12055464, 0.12102355)
(0.19050966, 0.19030964)
(0.27995726, 0.280401)
(0.13798004, 0.13846757)
(0.23400587, 0.2338067)
(0.28233168, 0.28286693)
(0.12122022, 0.122482866)
(0.29855475, 0.29918623)
(0.23093243, 0.2313349)
(0.20456807, 0.20524698)
(0.20674229, 0.20709826)
(0.18073048, 0.18064955)
(0.21715803, 0.2172806)
(0.26621643, 0.2660701)
(0.10466288, 0.10454087)
(0.27122337, 0.2718222)
(0.054307386, 0.05471843)
(0.30300114, 0.3031398)
(0.2729812, 0.2739449)
(0.28538916, 0.28550833)
(0.124386266, 0.12420913)
(0.1340723, 0.13533728)
(0.16894805, 0.16946672)
(0.19936739, 0.20004055)
(0.2396246, 0.23992968)
(0.2628411, 0.26363838)
(0.08213101, 0.082636766)
(0.26210535, 0.26239353)
(0.10428082, 0.10454087)
(0.2456937, 0.2460891)
(0.26025862, 0.26055112)
(0.24554826, 0.2460891)
(0.30942163, 0.30963403)
(0.20789222, 0.20807469)
(0.21149892, 0.21166985)
(0.23565309, 0.23623845)
(0.13202818, 0.13237123)
(0.09425951, 0.09487348)
(0.1802097, 0.18064955)
(0.22308294, 0.22366592)
(0.288591, 0.28879157)
(0.22565104, 0.22600085)
(0.0433669, 0.04317302)
(0.17203335, 0.17269823)
(0.17987572, 0.18000735)
(0.108160935, 0.10853203)
(0.24110843, 0.24146515)
(0.27387977, 0.27461794)
(0.21148212, 0.21242692)
(0.25398132, 0.2541445)
(0.21121271, 0.21166985)
(0.27176318, 0.2721213)
(0.04575143, 0.04176166)
(0.22823669, 0.22896603)
(0.29600516, 0.29635793)
(0.23945583, 0.24046648)
(0.26021016, 0.26055112)
(0.25966462, 0.26055112)
(0.099844486, 0.099795364)
(0.32932413, 0.33035013)
(0.27550414, 0.27592072)
(0.18529026, 0.18595223)
(0.122291386, 0.12296002)
(0.09489074, 0.095308885)
(0.30903265, 0.309877)
(0.11505847, 0.115716614)
(0.27143273, 0.2721213)
(0.24145117, 0.24146515)
(0.15151028, 0.15255599)
(0.19743674, 0.19777411)
(0.1718256, 0.17282942)
(0.2082244, 0.20814085)
(0.13019137, 0.1306285)
(0.16197309, 0.16210459)
(0.24641839, 0.24688631)
(0.06484305, 0.06504774)
(0.13747743, 0.13788743)
(0.15359133, 0.15378416)
(0.26474577, 0.26542673)
(0.28006008, 0.280401)
(0.30130538, 0.30152288)
(0.26569852, 0.2660701)
(0.11565152, 0.11526244)
(0.19235544, 0.19254619)
(0.21645732, 0.2172806)
(0.10915668, 0.10884306)
(0.110624254, 0.1109638)
(0.21353422, 0.21447122)
(0.1479885, 0.14789645)
(0.113245115, 0.11340938)
(0.08045748, 0.08009963)
(0.063485, 0.0632561)
(0.21714742, 0.2172806)
(0.1372939, 0.13730913)
(0.24516414, 0.24557422)
(0.19837989, 0.1990711)
(0.17620675, 0.17675747)
(0.11910107, 0.11957216)
(0.2778736, 0.27806607)
(0.25883776, 0.25964728)
(0.17511365, 0.17574212)
(0.18503426, 0.18521583)
(0.3127572, 0.31263125)
(0.18898265, 0.18876444)
(0.21665932, 0.21752071)
(0.11932788, 0.119198866)
(0.2502532, 0.25056937)
(0.043587238, 0.04280456)
(0.24753074, 0.24823448)
(0.2553985, 0.2552342)
(0.116456866, 0.11646604)
(0.10842394, 0.108075246)
(0.13628098, 0.13590026)
(0.32956448, 0.33035013)
(0.02926157, 0.02837755)
(0.2103738, 0.21041201)
(0.11959016, 0.120814614)
(0.15689555, 0.15687144)
(0.23055921, 0.23071945)
(0.31533524, 0.31569776)
(0.20452763, 0.20552723)
(0.08327815, 0.082754776)
(0.2165757, 0.21772109)
(0.28823155, 0.28879157)
(0.09823806, 0.09810863)
(0.18581186, 0.18595223)
(0.14647648, 0.14613663)
(0.33179656, 0.3325755)
(0.29598707, 0.29635793)
(0.27393255, 0.27470887)
(0.11520049, 0.11532838)
(0.17764474, 0.17864577)
