(1.5229402, 1.536189)
(1.5919667, 1.5606353)
(1.0462493, 1.0037345)
(1.7012845, 1.7125578)
(2.6738095, 2.6298258)
(1.8460675, 1.8705896)
(2.2990103, 2.324995)
(2.6792483, 2.6523056)
(1.8088919, 1.8429763)
(1.1699601, 1.1916689)
(0.580415, 0.6208192)
(1.7336632, 1.7021494)
(1.4217967, 1.4229317)
(2.038354, 1.9995992)
(1.0155249, 0.961836)
(1.4753885, 1.5087018)
(1.4927611, 1.5156472)
(1.4461275, 1.4417217)
(1.2178578, 1.1632179)
(0.94554055, 0.93582064)
(1.5961196, 1.601337)
(2.7712295, 2.7735975)
(1.3813145, 1.3949207)
(1.7817442, 1.7885113)
(2.3537161, 2.3412774)
(1.6103377, 1.6339176)
(1.9875189, 2.006056)
(1.3890041, 1.4276574)
(1.2799923, 1.3119359)
(-1.3394123, -1.2964985)
(1.3038394, 1.2928281)
(2.049738, 2.0554492)
(1.9094154, 1.8898596)
(2.4159923, 2.4005046)
(2.021143, 2.0037997)
(1.7017784, 1.7064686)
(1.9629908, 1.9464719)
(1.5274558, 1.5590781)
(1.9211895, 1.9141434)
(2.228467, 2.2353647)
(1.0822699, 1.1078148)
(1.8814783, 1.9305022)
(1.8784506, 1.9111898)
(2.4703872, 2.4689798)
(1.6070496, 1.600482)
(0.5902751, 0.5925042)
(2.054289, 2.0875728)
(1.9419076, 1.9078674)
(1.391276, 1.4141029)
(2.2501159, 2.3199112)
(2.0663779, 2.0298803)
(1.0193591, 1.0485309)
(1.0309665, 1.0192481)
(2.0708597, 2.0645401)
(2.1917534, 2.2949595)
(1.3903111, 1.3936754)
(0.045631647, 0.054643992)
(1.9608052, 2.0453835)
(1.0223603, 1.0225755)
(0.96902823, 0.96544063)
(0.9232601, 0.9390016)
(1.1906731, 1.1545032)
(1.7146873, 1.7331337)
(0.9393318, 0.9063591)
(1.0384111, 1.0646825)
(1.0539672, 1.044239)
(1.410301, 1.4396499)
(0.8513285, 0.8948098)
(2.2286227, 2.2089725)
(1.8841432, 1.8918949)
(1.3841034, 1.4099476)
(1.1127377, 1.1468213)
(2.3415177, 2.2889376)
(1.3162601, 1.2604243)
(1.6265938, 1.6262426)
(1.1112194, 1.1087761)
(1.6139, 1.613577)
(2.2326512, 2.2793388)
(1.1353866, 1.1443764)
(2.2962134, 2.3046596)
(2.035592, 1.984471)
(1.3138933, 1.3428912)
(1.458587, 1.4465976)
(2.1243806, 2.156411)
(1.3535438, 1.3525608)
(1.3833117, 1.4079689)
(1.0904398, 1.115844)
(1.2297593, 1.2149127)
(1.0943078, 1.0917879)
(1.3331511, 1.3424381)
(1.2812746, 1.3394554)
(1.1086406, 1.1005567)
(0.96269417, 0.9362173)
(1.3619215, 1.384104)
(1.5969524, 1.6058918)
(1.9718156, 1.9900278)
