(1.1182504, 1.1098918)
(2.6259778, 2.6312659)
(0.45325965, 0.4439396)
(1.4096782, 1.3948741)
(2.2159863, 2.2232738)
(0.77804095, 0.79226255)
(1.3661119, 1.3604345)
(0.6953426, 0.68675554)
(1.9625814, 1.9509101)
(1.9258585, 1.919946)
(2.3380554, 2.3283668)
(0.72403854, 0.71209806)
(0.9468348, 0.9572741)
(0.4600775, 0.45652416)
(1.4128436, 1.4011251)
(0.9633023, 0.94109106)
(1.8078713, 1.7825035)
(1.9834857, 1.9757867)
(0.9334511, 0.9447392)
(1.6509839, 1.6504111)
(0.957129, 0.952107)
(1.7760527, 1.7659584)
(0.9682904, 0.95577335)
(2.7589557, 2.7589881)
(0.36272028, 0.3829117)
(1.9715601, 1.956777)
(1.0051788, 0.9991452)
(1.7012845, 1.6999415)
(1.2981931, 1.303182)
(2.975968, 2.945626)
(0.94632655, 0.9398384)
(1.2199433, 1.2209858)
(1.6649249, 1.6415942)
(0.4859849, 0.48964557)
(0.5400756, 0.54484)
(1.2035329, 1.190395)
(1.0652047, 1.0348155)
(2.1657674, 2.1548452)
(0.36142522, 0.35922158)
(2.3256862, 2.2895944)
(0.43290606, 0.4213589)
(0.42960772, 0.40661463)
(2.1036372, 2.08557)
(1.2818626, 1.2806091)
(0.6951585, 0.68774116)
(1.6867616, 1.7190086)
(0.5580772, 0.57878065)
(1.7355664, 1.7317163)
(0.55255216, 0.53090143)
(1.382978, 1.3735547)
(2.2859275, 2.264958)
(0.54840523, 0.5231749)
(1.0876466, 1.0860776)
(0.39764318, 0.405694)
(2.2048552, 2.181957)
(1.1968576, 1.1975926)
(1.7460856, 1.7372553)
(1.391817, 1.3838719)
(0.6047118, 0.59349436)
(0.38604233, 0.37252614)
(1.3368465, 1.3328594)
(1.1484243, 1.151599)
(0.39944056, 0.38893524)
(1.756139, 1.7186534)
(1.6382334, 1.6137893)
(0.7745058, 0.7579233)
(1.7749592, 1.7995408)
(0.5438478, 0.5354553)
(2.4230773, 2.3802207)
(1.1138473, 1.0940452)
(1.6389561, 1.6367185)
(2.3716717, 2.3445277)
(1.4802858, 1.4659299)
(0.51655847, 0.51063126)
(1.7363443, 1.7299911)
(2.1834157, 2.160931)
(1.3434775, 1.338758)
(2.2757077, 2.2561224)
(0.4440853, 0.4464115)
(1.9631574, 1.9459791)
(1.2375045, 1.2495769)
